,"LONGITUDE,","LATITUDE,"
0,-150.00833,61.168330000000005
1,-150.01167,61.168330000000005
2,-150.01333,61.168330000000005
3,-150.015,61.168330000000005
4,-150.01667,61.168330000000005
5,-150.01833,61.168330000000005
6,-150.02,61.168330000000005
7,-150.02167,61.168330000000005
8,-150.02333000000002,61.168330000000005
9,-150.025,61.168330000000005
10,-150.025,61.168330000000005
11,-150.02833,61.168330000000005
12,-150.03,61.168330000000005
13,-150.03167,61.168330000000005
14,-150.03333,61.168330000000005
15,-150.03333,61.168330000000005
16,-150.03333,61.168330000000005
17,-150.03833,61.168330000000005
18,-150.04,61.168330000000005
19,-150.04,61.168330000000005
20,-150.04333,61.168330000000005
21,-150.045,61.168330000000005
22,-150.04667,61.168330000000005
23,-150.04667,61.168330000000005
24,-150.04833,61.168330000000005
25,-150.05,61.168330000000005
26,-150.05167,61.168330000000005
27,-150.05333000000002,61.168330000000005
28,-150.055,61.168330000000005
29,-150.05667,61.168330000000005
30,-150.05667,61.168330000000005
31,-150.06,61.168330000000005
32,-150.06167,61.168330000000005
33,-150.06333,61.168330000000005
34,-150.06333,61.168330000000005
35,-150.06333,61.168330000000005
36,-150.06833,61.168330000000005
37,-150.07,61.168330000000005
38,-150.07166999999998,61.168330000000005
39,-150.07166999999998,61.168330000000005
40,-150.07166999999998,61.168330000000005
41,-150.075,61.168330000000005
42,-150.07667,61.168330000000005
43,-150.08,61.168330000000005
44,-150.08,61.168330000000005
45,-150.08167,61.168330000000005
46,-150.085,61.168330000000005
47,-150.085,61.168330000000005
48,-150.08667,61.168330000000005
49,-150.08833,61.168330000000005
50,-150.09,61.168330000000005
51,-150.09167,61.168330000000005
52,-150.09333,61.168330000000005
53,-150.09667,61.168330000000005
54,-150.09833,61.168330000000005
55,-150.09833,61.168330000000005
56,-150.1,61.168330000000005
57,-150.1,61.168330000000005
58,-150.1,61.168330000000005
59,-150.105,61.168330000000005
60,-150.10833,61.168330000000005
61,-150.11,61.168330000000005
62,-150.11167,61.168330000000005
63,-150.11167,61.168330000000005
64,-150.115,61.168330000000005
65,-150.11667,61.168330000000005
66,-150.11833000000001,61.168330000000005
67,-150.12,61.168330000000005
68,-150.12,61.168330000000005
69,-150.12333,61.168330000000005
70,-150.125,61.168330000000005
71,-150.12667,61.168330000000005
72,-150.12833,61.168330000000005
73,-150.13,61.168330000000005
74,-150.13166999999999,61.168330000000005
75,-150.13333,61.168330000000005
76,-150.135,61.168330000000005
77,-150.13833,61.168330000000005
78,-150.14,61.168330000000005
79,-150.14,61.168330000000005
80,-150.14333,61.168330000000005
81,-150.14333,61.168330000000005
82,-150.14667,61.168330000000005
83,-150.14667,61.168330000000005
84,-150.15,61.168330000000005
85,-150.15333,61.168330000000005
86,-150.155,61.168330000000005
87,-150.15667,61.168330000000005
88,-150.15833,61.168330000000005
89,-150.16,61.168330000000005
90,-150.16333,61.168330000000005
91,-150.16333,61.168330000000005
92,-150.16333,61.168330000000005
93,-150.16333,61.168330000000005
94,-150.17167,61.168330000000005
95,-150.17333,61.168330000000005
96,-150.17333,61.168330000000005
97,-150.17667,61.168330000000005
98,-150.18,61.168330000000005
99,-150.18167,61.168330000000005
100,-150.18333,61.168330000000005
101,-150.18667,61.168330000000005
102,-150.18833,61.168330000000005
103,-150.19,61.168330000000005
104,-150.19333,61.168330000000005
105,-150.19333,61.168330000000005
